,course_name,instructor,reviews_avg,reviews_count,course_duration,lectures_count,level,price_after_discount,main_price,students_count
2500,Angular 10 hands on for Java Developers,"Matt Greencroft, Virtual Pair Programmers",4.7,406.0,18.5 total hours,216 lectures,Intermediate,319.99,819.99,"2,768 students"
2501,Ionic Basics,"Radiant Training, Jason Taylor, Samarth Agarwal",4.4,406.0,2.5 total hours,40 lectures,Beginner,229.99,479.99,"6,512 students"
2502,Getting Started with React Hooks,Boris Paskhaver,4.6,405.0,3.5 total hours,26 lectures,All Levels,199.99,229.99,"16,389 students"
2503,Instagram Firestore App Clone | Swift 5 + iOS 14 | MVVM,Stephan Dowless,4.7,405.0,17 total hours,72 lectures,Intermediate,319.99,1399.99,"2,498 students"
2505,The R Programming For Data Science A-Z Complete Diploma 2022,"SDE Arts | Octavo, Ahmed Ibrahim",4.4,405.0,5 total hours,96 lectures,All Levels,269.99,849.99,"61,610 students"
2506,C++ in 1 hour,John Bura,4.8,404.0,1 total hour,23 lectures,Beginner,229.99,719.99,"18,018 students"
2507,Scala Programming In-Depth,Harish Masand,4.5,404.0,39.5 total hours,27 lectures,Expert,269.99,1299.99,"34,668 students"
2508,Power BI: Advanced Data Transformations and Modeling,"Enterprise DNA, Sam McKay",4.3,404.0,4 total hours,34 lectures,Intermediate,269.99,719.99,"10,467 students"
2509,"Learn PHP 7, MySQL, Object-Oriented Programming, PHP Forms",John Morris,3.6,404.0,17 total hours,76 lectures,Beginner,229.99,579.99,"1,953 students"
2510,To-Do App & Clean Architecture -Android Development - Kotlin,Stefan Jovanovic,4.4,403.0,4.5 total hours,57 lectures,Intermediate,229.99,269.99,"1,531 students"
2511,Ionic Apps with Firebase,Samarth Agarwal,4.7,403.0,5.5 total hours,57 lectures,Intermediate,269.99,479.99,"1,919 students"
2512,"iOS 8 and Swift - How to Make a ""Freaking"" iPhone App ",Nick Walter,4.5,403.0,20.5 total hours,166 lectures,All Levels,269.99,1399.99,"14,769 students"
2513,Programmatic Uber Clone App |Swift /Firebase| No Storyboards,Stephan Dowless,4.3,403.0,18.5 total hours,91 lectures,Intermediate,319.99,1599.99,"2,270 students"
2514,Programmatic Uber Clone App |Swift /Firebase| No Storyboards,Stephan Dowless,4.3,403.0,18.5 total hours,91 lectures,Intermediate,319.99,1599.99,"2,270 students"
2515,Android Jetpack masterclass in Java,Catalin Stefan,4.8,403.0,11 total hours,75 lectures,All Levels,269.99,719.99,"1,700 students"
2516,OpenShift Developers Workshop,Mohamad Charaf,4.5,403.0,2 total hours,26 lectures,Beginner,269.99,319.99,"1,795 students"
2517,Unreal Engine 5 Beginner Blueprints: Make your first game!,Gavin Eisenbeisz,4.5,402.0,6.5 total hours,38 lectures,Beginner,199.99,229.99,"2,557 students"
2518,Data Mining with R: Go from Beginner to Advanced!,"Geoffrey Hubona, Ph.D.",4.6,401.0,12 total hours,80 lectures,All Levels,269.99,1299.99,"4,494 students"
2519,Apple TV App & Game Development for tvOS,"Mark Wahlbeck, Devslopes by Mark Wahlbeck",4.1,401.0,16 total hours,80 lectures,Beginner,229.99,269.99,"11,827 students"
2520,SQL and Data Visualization - The Complete Bootcamp,Raffi Sarkissian | SQL | PostgreSQL | Metabase,4.4,400.0,5.5 total hours,54 lectures,Beginner,199.99,229.99,"2,010 students"
2521,Complete Javascript development Bootcamp 2021 with projects,Mohammed Khan,4.5,399.0,9 total hours,55 lectures,All Levels,269.99,719.99,"42,435 students"
2522,Javascript Intermediate level 3 - JSON,"Edwin Diaz, Coding Faculty Solutions",4.5,399.0,2.5 total hours,26 lectures,All Levels,269.99,719.99,"3,690 students"
2523,Complete SQL Guide,Diptam Paul,3.8,399.0,3 total hours,43 lectures,Beginner,269.99,479.99,"26,946 students"
2524,"Learn ASP NET with Bootstrap,Entity Framework,JavaScript,C#",Devwebtuts 24/7,4.0,399.0,11 total hours,95 lectures,All Levels,199.99,229.99,"2,085 students"
2525,Create Websites with HTML & CSS for Beginners,Srini Vanamala,4.8,398.0,8.5 total hours,117 lectures,Beginner,229.99,719.99,"18,449 students"
2526,"Create Modern Website Using HTML, CSS And Bootstrap",Easy Tutorials,4.1,398.0,12.5 total hours,76 lectures,All Levels,269.99,719.99,"1,662 students"
2527,Basics of GraphQL with Ruby on Rails,Alex Deva,4.6,398.0,1.5 total hours,32 lectures,Intermediate,229.99,349.99,"1,817 students"
2528,Making HTML5 Games with Phaser 3,William Clarkson,4.5,398.0,4.5 total hours,161 lectures,Beginner,229.99,529.99,"2,084 students"
2529,Learning Oracle 12c - A Beginners Oracle Training Video,Infinite Skills,4.3,398.0,11 total hours,102 lectures,All Levels,269.99,479.99,"2,024 students"
2530,Step in to Java Automation|Try Step by Step Java for Testers,Automation World,4.1,397.0,14 total hours,134 lectures,All Levels,229.99,849.99,"3,174 students"
2531,PHP OOP - Understand Object Oriented Programming in PHP,Ryan Dhungel,3.9,397.0,3 total hours,21 lectures,All Levels,199.99,229.99,"11,307 students"
2532,Modern JavaScript The Complete Course - Build +15 Projects,Juan Pablo De la torre Valdez,4.6,397.0,28 total hours,312 lectures,All Levels,229.99,1199.99,"2,236 students"
2533,R Programming for Simulation and Monte Carlo Methods,"Geoffrey Hubona, Ph.D.",4.5,396.0,11.5 total hours,107 lectures,All Levels,269.99,1299.99,"4,211 students"
2534,HTML Web Development Crash Course,Frahaan Hussain,4.6,396.0,1.5 total hours,18 lectures,Beginner,199.99,229.99,"34,611 students"
2535,Advanced Web Scraping with Python using Scrapy & Splash,Ahmed Rafik,4.6,396.0,5.5 total hours,48 lectures,Expert,229.99,269.99,"5,634 students"
2536,The Python Certification Course,"Ron Seikh, M Tech",2.7,395.0,35 total mins,7 lectures,All Levels,269.99,1399.99,"15,837 students"
2537,Bluebeam in 3 Hours,Packt Publishing,4.3,395.0,2.5 total hours,37 lectures,Intermediate,269.99,779.99,"1,380 students"
2538,Complete Microsoft SQL Server Masterclass:Beginner to Expert,Sandeep Kumar,4.5,395.0,11 total hours,210 lectures,All Levels,229.99,819.99,"1,988 students"
2539,The Bubble Course - Create Complete Web Apps without Coding,Andrew Vega,3.7,395.0,4.5 total hours,47 lectures,Beginner,269.99,319.99,"4,740 students"
2540,Mastering DevOps,Packt Publishing,4.5,395.0,6 total hours,38 lectures,Intermediate,269.99,719.99,"2,556 students"
2541,Complete Blazor Course - e-Commerce App & Clean Architecture,Frank Liu,4.6,394.0,7.5 total hours,85 lectures,All Levels,229.99,799.99,"8,330 students"
2542,Building an Enterprise Application with ASP.NET Core MVC,Everest Nwosu,4.3,394.0,10 total hours,62 lectures,All Levels,269.99,749.99,"7,701 students"
2543,Airtable - The Complete Guide to Airtable - Master Airtable,Henry Habib,4.7,394.0,7.5 total hours,104 lectures,All Levels,269.99,1299.99,"1,861 students"
2544,Typescript with React classes - quick start - Jest testing,Alex Horea,4.1,393.0,4.5 total hours,46 lectures,All Levels,229.99,449.99,"76,085 students"
2545,Selenium WebDriver Test Automation Framework With Real Project,Ken Ho,3.8,393.0,5 total hours,44 lectures,All Levels,229.99,419.99,"12,405 students"
2546,Selenium WebDriver Test Automation Framework With Real Project,Ken Ho,3.8,393.0,5 total hours,44 lectures,All Levels,229.99,419.99,"12,405 students"
2547,A Comprehensive Introduction to Java Virtual Machine (JVM),Dheeru Mundluru,4.0,392.0,4 total hours,28 lectures,All Levels,229.99,269.99,"2,323 students"
2548,Python Fundamentals,Sanjin Dedic,4.3,392.0,6.5 total hours,49 lectures,Beginner,229.99,719.99,"10,114 students"
2549,Python GUI : From A-to-Z With 2 Final Projects,python code,3.9,392.0,3 total hours,41 lectures,All Levels,229.99,319.99,"6,446 students"
2550,PHP & MySQL Course: The Complete Guide (Step by Step),Fatah Gabrial,3.8,392.0,3.5 total hours,44 lectures,All Levels,269.99,1199.99,"31,933 students"
2551,Setup a Virtual Web Server using Linode or Digital Ocean,YouAccel Training,4.7,390.0,8 total hours,68 lectures,Beginner,269.99,799.99,"124,732 students"
2552,QC151 Quantum Physics for QC - Content moved to QC101,Kumaresan Ramanathan,4.1,390.0,1.5 total hours,37 lectures,Beginner,229.99,319.99,"2,068 students"
2553,Master Flutter - Learn Dart & Flutter by Developing 5 Apps,Lutfor Rahman,3.6,389.0,13.5 total hours,191 lectures,All Levels,319.99,1399.99,"2,119 students"
2554,Applied Time Series Analysis in Python,Marco Peixeiro,4.2,389.0,7 total hours,43 lectures,Intermediate,319.99,719.99,"1,884 students"
2555,Amazon Alexa Development: From Beginner to Intermediate,"Nicholas ""Techustler"" Ivanecky",3.6,389.0,3.5 total hours,65 lectures,All Levels,229.99,819.99,"3,325 students"
2556,Learn by Doing: Vue JS 2.0 the Right Way,Dejan Stošić,4.1,389.0,3.5 total hours,32 lectures,Intermediate,269.99,679.99,"1,804 students"
2557,TeamCity: continuous integration & DevOps with Java and .NET,"TetraNoodle Team, Manuj Aggarwal",3.5,389.0,2.5 total hours,38 lectures,All Levels,229.99,779.99,"2,734 students"
2558,Unity & Blender Masterclass: Make a 3D Zenda Game!,"Mammoth Interactive, John Bura",3.9,389.0,30.5 total hours,194 lectures,Beginner,269.99,1299.99,"5,532 students"
2559,Complete Modern Amazon clone: Angular 5 and Node.js,"Arash Yahya, Adam Peterson",3.0,389.0,6 total hours,107 lectures,Intermediate,269.99,479.99,"17,966 students"
2560,Construct 2 - From Beginner to Advanced - Ultimate Course!,Jeremy Alexander,4.2,389.0,18 total hours,118 lectures,All Levels,269.99,1399.99,"2,096 students"
2561,Projects in MongoDB - Learn MongoDB Building Projects,"Eduonix Learning Solutions, Eduonix-Tech .",4.4,388.0,12 total hours,94 lectures,All Levels,229.99,479.99,"5,686 students"
2562,Azure Machine Learning using Cognitive Services,"Tim Buchalka's Learn Programming Academy, Eduardo Rosas",4.3,388.0,16.5 total hours,100 lectures,All Levels,269.99,719.99,"4,031 students"
2563,Spatial Analysis & Geospatial Data Science in Python,Shan Singh,4.4,387.0,4 total hours,41 lectures,All Levels,269.99,319.99,"51,211 students"
2564,How To Make A Modern Wordpress BLOG 2017! Create Your Blog!,Darrel Wilson,3.6,387.0,2 total hours,19 lectures,Beginner,199.99,229.99,"16,515 students"
2565,The Flask Mega-Tutorial (Python Web Development),Miguel Grinberg,4.6,387.0,11.5 total hours,192 lectures,Beginner,319.99,765.8469641367806,"1,629 students"
2566,Bootstrap 5 Course: Build Responsive Websites like a Pro,Meta Brains,4.2,387.0,2 total hours,33 lectures,Beginner,229.99,479.99,"39,969 students"
2567,"Jekyll: make fast, secure static sites and blogs with Jekyll",Jana Bergant,4.4,387.0,2.5 total hours,31 lectures,Beginner,269.99,999.99,"3,721 students"
2568,Intro To SQLite Databases for Python Programming,John Elder,4.4,387.0,1.5 total hours,24 lectures,Beginner,229.99,1199.99,"4,684 students"
2569,Cloud Computing and Amazon Web Services (AWS) Fundamentals,YouAccel Training,4.4,387.0,2.5 total hours,34 lectures,Beginner,229.99,1199.99,"38,382 students"
2570,All About Gaming Industry Careers & Game Design Fundamentals,VICONIC Development,4.6,386.0,5 total hours,41 lectures,All Levels,199.99,229.99,"2,308 students"
2571,Learn Knockout JS Framework from GroundUp,"Eduonix Learning Solutions, Eduonix-Tech .",3.9,386.0,5 total hours,32 lectures,All Levels,269.99,419.99,"1,701 students"
2572,Redis: The Complete Developer's Guide,Stephen Grider,4.7,386.0,15.5 total hours,188 lectures,All Levels,229.99,1199.99,"6,028 students"
2573,Erlang: The Complete Beginner's Guide 2022,Catalin Stefan,4.7,386.0,3.5 total hours,36 lectures,All Levels,269.99,1299.99,"1,798 students"
2574,Advanced Java Topics: Java Reflection - Master Class,Michael Pogrebinsky | Software Architecture & Java Programming Expert,4.7,386.0,5 total hours,37 lectures,All Levels,229.99,1199.99,"4,411 students"
2575,Rust Programming Language for Beginners,"Tim Buchalka's Learn Programming Academy, Diwakar Singh",3.3,385.0,19.5 total hours,192 lectures,Beginner,269.99,479.99,"3,933 students"
2576,Webflow For Beginners: How To Use Webflow,Sam Harrison,4.6,385.0,5 total hours,36 lectures,Beginner,319.99,449.99,"1,823 students"
2577,How To Create A Web Hosting Business - WHMCS Tutorial,Darrel Wilson,4.5,385.0,3.5 total hours,24 lectures,Beginner,199.99,229.99,"12,692 students"
2578,Drupal For Absolute Beginners (2022),Shubham Saurav,4.1,385.0,1.5 total hours,20 lectures,All Levels,229.99,479.99,"73,641 students"
2579,The Philosophy of FileMaker - Part 1,John Mark Osborne,4.7,385.0,8.5 total hours,91 lectures,Intermediate,229.99,765.8469641367806,"1,149 students"
2580,Xamarin Android - A Master Guide to App Development in C#,Grant Klimaytys,4.5,385.0,7.5 total hours,76 lectures,All Levels,199.99,229.99,"2,264 students"
2581,Android Material Design,Annapurna Agrawal Siddhartha,4.4,385.0,6 total hours,43 lectures,All Levels,229.99,1199.99,"2,506 students"
2582,Simplified Approach to DBMS,Parteek Bhatia,4.2,384.0,15 total hours,89 lectures,Beginner,199.99,229.99,"2,741 students"
2583,Crash Course: Fundamentals Of HTML & CSS From Scratch.,Tech Lemur,4.6,384.0,2 total hours,52 lectures,Beginner,199.99,229.99,"7,731 students"
2584,Best Software QA Testing Training H2K Infosys Live Classes,H2K Infosys,4.5,384.0,8.5 total hours,53 lectures,Intermediate,229.99,1199.99,"4,143 students"
2585,Gitting Started: Step-by-Step Git and Github Crash Course,"Abhin Chhabra, Sandeep Kumar, ­ Quality Gurus Inc.",4.8,384.0,2.5 total hours,38 lectures,Beginner,269.99,449.99,"41,946 students"
2586,Become RPA Master in MS Power Automate Desktop (in 30 days),Learning Technologies,4.2,383.0,28 total hours,196 lectures,All Levels,269.99,319.99,"2,696 students"
2587,Complete Guide to ASP.NET Core RESTful API with Blazor WASM,Frank Liu,4.7,383.0,16.5 total hours,137 lectures,All Levels,319.99,1599.99,"2,707 students"
2588,The Complete Coding for Beginners Course (2022),"Edouard Renard, Codestars • over 2 million students worldwide!",4.6,383.0,16 total hours,135 lectures,Beginner,229.99,1199.99,"2,437 students"
2589,web development for beginners,Adnan Ahmad,4.4,383.0,6.5 total hours,112 lectures,Beginner,199.99,229.99,"15,729 students"
2590,Augmented Reality in Depth 101,Debayan Dey,4.6,383.0,4.5 total hours,61 lectures,All Levels,269.99,1299.99,"20,386 students"
2591,"Infrastructure as Code, Master AWS Cloud Development Kit CDK",Icaro Lavrador,4.4,382.0,4 total hours,53 lectures,Intermediate,269.99,1299.99,"3,755 students"
2592,Reinforcement Learning with Pytorch,Atamai AI Team,4.6,382.0,7 total hours,69 lectures,Beginner,229.99,849.99,"2,544 students"
2593,VB.NET Introduction,Intellezy Trainers,4.1,382.0,9 total hours,36 lectures,Beginner,269.99,529.99,"1,411 students"
2594,CSS - MASTERING ANIMATIONS,Driss Boumlik,4.9,382.0,2 total hours,28 lectures,Beginner,229.99,519.99,"15,661 students"
2595,Testing and Monitoring Machine Learning Model Deployments,"Christopher Samiullah, Soledad Galli",4.3,381.0,8.5 total hours,97 lectures,Intermediate,269.99,1299.99,"4,976 students"
2596,Learning VMware vRealize Operations Manager,Packt Publishing,4.1,380.0,3 total hours,33 lectures,Intermediate,229.99,729.99,"2,146 students"
2597,State of the Art Android App Development in Kotlin 2022,Catalin Stefan,4.4,380.0,6.5 total hours,51 lectures,All Levels,269.99,719.99,"2,226 students"
2598,Getting Started with Azure Functions,Packt Publishing,4.1,380.0,5 total hours,34 lectures,Intermediate,269.99,779.99,"2,773 students"
2599,MySQL Database Training for Beginners,Simon Sez IT,4.1,379.0,5.5 total hours,41 lectures,Intermediate,269.99,599.99,"6,271 students"
2600,Learn To Code Like a Pro With VI Editor,"Eduonix Learning Solutions, Eduonix-Tech .",4.3,379.0,4 total hours,22 lectures,All Levels,269.99,319.99,"7,950 students"
2601,The Ultimate Tkinter Course: GUI for Python projects,John Harper,4.6,379.0,3.5 total hours,42 lectures,All Levels,269.99,1299.99,"1,293 students"
2602,Learn Java by building 17 projects step by step,Bluelime Learning Solutions,4.0,379.0,10.5 total hours,82 lectures,Expert,269.99,1299.99,"23,996 students"
2603,IBM Cognos Report Studio,Packt Publishing,3.9,379.0,1.5 total hours,25 lectures,Intermediate,269.99,779.99,"2,176 students"
2604,Start Coding Browser Extensions Using JavaScript!,Joseph Delgadillo,4.0,379.0,2 total hours,10 lectures,All Levels,269.99,1299.99,"116,480 students"
2605,GraphQL for beginners with JavaScript,James Moore,4.7,379.0,5.5 total hours,57 lectures,Beginner,269.99,719.99,"2,638 students"
2606,React Native Design - Build front end of 10 mobile Apps,Igneus Technologies,3.7,378.0,6.5 total hours,47 lectures,All Levels,229.99,1199.99,"2,512 students"
2607,How To Make A Wordpress Website -Elementor Page Builder,Darrel Wilson,3.6,378.0,3.5 total hours,26 lectures,Beginner,199.99,229.99,"13,156 students"
2608,Software development in Python: A practical approach,Daniel IT,4.0,378.0,10.5 total hours,106 lectures,All Levels,199.99,229.99,"85,271 students"
2609,Microsoft SQL Server 2017 Database Training For Beginners,Valiveti Sekhar,4.4,378.0,11.5 total hours,102 lectures,Beginner,199.99,229.99,"1,511 students"
2610,DevOps: Automate your infrastructure using Ansible and IaC,"TetraNoodle Team, Manuj Aggarwal",3.7,378.0,5.5 total hours,50 lectures,All Levels,269.99,1399.99,"2,503 students"
2611,Web Development Fundamentals: HTML5 and CSS3 for Beginners,Anshul Yadav,4.4,377.0,5.5 total hours,54 lectures,Beginner,229.99,1199.99,"25,533 students"
2612,Boost Your C# With Behavioural Design Patterns,Mark Farragher,3.4,377.0,4 total hours,20 lectures,All Levels,269.99,749.99,"4,512 students"
2613,Angular Fundamentals from Scratch & Unit/Integration Testing,"QA Test Academy, Rahul Shetty",4.5,377.0,11 total hours,63 lectures,All Levels,229.99,1199.99,"3,209 students"
2614,Learn By Example: Statistics and Data Science in R,Loony Corn,3.7,376.0,9 total hours,82 lectures,Beginner,229.99,719.99,"4,864 students"
2615,Pathfinding in Unity,Wilmer Lin,4.8,376.0,4.5 total hours,38 lectures,Intermediate,269.99,419.99,"3,772 students"
2616,Data Structures and Algorithms Python: The Complete Bootcamp,Shubham Sarda,4.3,376.0,20 total hours,122 lectures,All Levels,229.99,1199.99,"2,007 students"
2617,Ruby For Programmers,Huw Collingbourne,4.0,376.0,2.5 total hours,21 lectures,Intermediate,229.99,519.99,"1,926 students"
2618,Appium and Selenium with Python From Basics to Framework.,Sujith Reddy,4.5,376.0,18.5 total hours,236 lectures,Intermediate,199.99,229.99,"2,689 students"
